isErrorWideL,shotDirection,isSlice,secondServeZone,pointNumber,clientTeam,Event,secondServeXCoord,firstServeYCoord,firstServeIn,lineupPosition,shotInRally,Date,Surface,firstServeZone,isErrorLong,isErrorNet,player1Hand,player2Hand,shotLocationY,isExcitingPoint,isOverhead,pointScore,setScore,isApproach,player1Name,matchDetails,gameScore,serverName,isDropshot,shotFhBh,isBreakPoint,isLob,pointStartTime,shotLocationX,isLet,isVolley,isErrorWideR,matchVenue,pointEndTime,firstServeXCoord,isAce,serverFarNear,secondServeIn,Division,side,Notes,atNetPlayer2,shotContactX,atNetPlayer1,isPointEnd,Round,isPointStart,player2Name,isWinner,opponentTeam,secondServeYCoord,shotContactY,player1,player2,returnerName,shotHitBy,pointWonBy
,Down the Line,,,7,,,,,,,4.0,,,,1.0,,,,-481.0,,,0-0,0-0,,,,1-0,Aristotelis Thanos,,Forehand,,,372731,-94.0,,,,,372741.0,,,Near,,,Deuce,,1.0,-142.0,,1.0,,,,,,,79.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,,,Body,8,,,63.0,273.0,0.0,,1.0,,,T,,,,,,,,15-0,0-0,,,,1-0,Aristotelis Thanos,,,,,392179,,,,,,,20.0,,Near,1.0,,Ad,,,,,,,1.0,,,,137.0,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,8,,,,,,,2.0,,,,,,,,-310.0,,,15-0,0-0,,,,1-0,Aristotelis Thanos,,Backhand,,,404916,68.0,,,,,,,,Near,,,Ad,,,156.0,,,,,,,,,497.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,8,,,,,,,3.0,,,,,,,,255.0,,,15-0,0-0,,,,1-0,Aristotelis Thanos,,Forehand,,,406263,-137.0,,,,,408844.0,,,Near,,,Deuce,,,68.0,,1.0,,,,1.0,,,-495.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,,,,9,,,,211.0,1.0,,1.0,,,Body,,,,,,,,30-0,0-0,,,,1-0,Aristotelis Thanos,,,,,436625,,,,,,,-89.0,,Near,,,Deuce,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Down the Line,,,9,,,,,,,2.0,,,,,,,,-347.0,,,30-0,0-0,,,,1-0,Aristotelis Thanos,,Backhand,,,440133,-41.0,,,,,,,,Near,,,Deuce,,,-113.0,,,,,,,,,484.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,9,,,,,,,3.0,,,,,,,,245.0,,,30-0,0-0,,,,1-0,Aristotelis Thanos,,Forehand,,,441662,84.0,,,,,,,,Near,,,Ad,,,-20.0,,,,,,,,,-500.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,9,,,,,,,4.0,,,,,,,,-273.0,,,30-0,0-0,,,,1-0,Aristotelis Thanos,,Backhand,,,443025,-113.0,,,,,,,,Near,,,Ad,,,95.0,,,,,,,,,500.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Down the Line,,,9,,,,,,,5.0,,,,,,,,386.0,,,30-0,0-0,,,,1-0,Aristotelis Thanos,,Forehand,,,444986,-84.0,,,,,,,,Near,,,Ad,,,-204.0,,,,,,,,,-497.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,9,,,,,,,6.0,,,,,,,,-211.0,,,30-0,0-0,,,,1-0,Aristotelis Thanos,,Forehand,,,446392,90.0,,,,,,,,Near,,,Deuce,,,-46.0,,,,,,,,,511.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,1.0,,9,,,,,,,7.0,,,,,,,,421.0,,,30-0,0-0,,,,1-0,Aristotelis Thanos,,Forehand,,,447691,-12.0,,,,,,,,Near,,,Deuce,,,175.0,,,,,,,,,-535.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,9,,,,,,,8.0,,,,,,,,-318.0,,,30-0,0-0,,,,1-0,Aristotelis Thanos,,Forehand,,,450059,39.0,,,,,,,,Near,,,Deuce,,,-12.0,,,,,,,,,513.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,9,,,,,,,9.0,,,,,1.0,,,-17.0,,,30-0,0-0,,,,1-0,Aristotelis Thanos,,Forehand,,,451161,-44.0,,,,,452679.0,,,Near,,,Deuce,,,90.0,,1.0,,,,,,,-535.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,,,,10,,,,217.0,1.0,,1.0,,,Wide,,,,,,,,30-15,0-0,,,,1-0,Aristotelis Thanos,,,,,485908,,,,,,,127.0,,Near,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,10,,,,,,,2.0,,,,,,,,-329.0,,,30-15,0-0,,,,1-0,Aristotelis Thanos,,Backhand,,,489597,-84.0,,,,,,,,Near,,,Ad,,,191.0,,,,,,,,,497.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,10,,,,,,,3.0,,,,,,,,397.0,,,30-15,0-0,,,,1-0,Aristotelis Thanos,,Forehand,,,491590,188.0,,,1.0,,493162.0,,,Near,,,Ad,,,-164.0,,1.0,,,,,,,-503.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,,,Body,11,,,-76.0,249.0,0.0,,1.0,,,Wide,,,,,,,,30-30,0-0,,,,1-0,Aristotelis Thanos,,,,,513446,,,,,,,-180.0,,Near,1.0,,Deuce,,,,,,,1.0,,,,129.0,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,11,,,,,,,2.0,,,,,,,,-417.0,,,30-30,0-0,,,,1-0,Aristotelis Thanos,,Forehand,,,525344,15.0,,,,,,,,Near,,,Deuce,,,-150.0,,,,,,,,,532.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,11,,,,,,,3.0,,,,,,,,277.0,,,30-30,0-0,,,,1-0,Aristotelis Thanos,,Forehand,,,526955,-14.0,,,,,,,,Near,,,Deuce,,,58.0,,,,,,,,,-513.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Down the Line,,,11,,,,,,,4.0,,,,,,,,-267.0,,,30-30,0-0,,,,1-0,Aristotelis Thanos,,Forehand,,,528332,-140.0,,,,,529654.0,,,Near,,,Deuce,,,-28.0,,1.0,,,,1.0,,,492.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,,,,12,,,,230.0,1.0,,1.0,,,Wide,,,,,,,,30-40,0-0,,,,1-0,Aristotelis Thanos,,,1.0,,554142,,,,,,,132.0,,Near,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Down the Line,,,12,,,,,,,2.0,,,,,,,,-59.0,,,30-40,0-0,,,,1-0,Aristotelis Thanos,,Backhand,,,557701,10.0,,,,,,,,Near,,,Ad,,1.0,204.0,,,,,,,,,497.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,12,,,,,,,3.0,,,,,1.0,,,-17.0,,,30-40,0-0,,,,1-0,Aristotelis Thanos,,Forehand,,,558704,-126.0,,1.0,,,560083.0,,,Near,,,Deuce,,1.0,2.0,,1.0,,,,,,,-49.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,,,T,13,,,47.0,-271.0,0.0,,1.0,,,Body,,,,,,,,0-0,0-0,,,,2-0,Rudy Quan,,,,,593422,,,,,,,71.0,,Far,1.0,,Deuce,,,,,,,1.0,,,,-191.0,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Down the Line,,,13,,,,,,,2.0,,,,,,,,335.0,,,0-0,0-0,,,,2-0,Rudy Quan,,Forehand,,,606995,76.0,,,,,,,,Far,,,Deuce,,,106.0,,,,,,,,,-492.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,,,13,,,,,,,3.0,,,,,,,,-270.0,,,0-0,0-0,,,,2-0,Rudy Quan,,Backhand,,,608598,-68.0,,,,,,,,Far,,,Ad,,,87.0,,,,,,,,,479.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,13,,,,,,,4.0,,,,,,,,389.0,,,0-0,0-0,,,,2-0,Rudy Quan,,Backhand,,,610080,63.0,,,,,,,,Far,,,Ad,,,-129.0,,,,,,,,,-511.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,,,13,,,,,,,5.0,,,,,,,,-417.0,,,0-0,0-0,,,,2-0,Rudy Quan,,Backhand,,,611481,-73.0,,,,,,,,Far,,,Ad,,,98.0,,,,,,,,,505.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Down the Line,,,13,,,,,,,6.0,,,,,,,,367.0,,,0-0,0-0,,,,2-0,Rudy Quan,,Forehand,,,612791,-92.0,,,,,,,,Far,,,Ad,,,-145.0,,,,,,,,,-575.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,,,13,,,,,,,7.0,,,,,,,,-329.0,,,0-0,0-0,,,,2-0,Rudy Quan,,Forehand,,,614087,74.0,,,,,,,,Far,,,Deuce,,,-126.0,,,,,,,,,521.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,13,,,,,,,8.0,,,,,,,,370.0,,,0-0,0-0,,,,2-0,Rudy Quan,,Forehand,,,615346,-132.0,,,,,,,,Far,,,Deuce,,,231.0,,,,,,,,,-505.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,13,,,,,,,9.0,,,,,1.0,,,13.0,,,0-0,0-0,,,,2-0,Rudy Quan,,Forehand,,,617052,-158.0,,,1.0,,618430.0,,,Far,,,Deuce,,,-198.0,,1.0,,,,,,,513.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,,,,14,,,,-159.0,1.0,,1.0,,,Body,,,,,,,,0-15,0-0,,,,2-0,Rudy Quan,,,,,644099,,,,,,,-70.0,,Far,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,,,14,,,,,,,2.0,,,,,,,,303.0,,,0-15,0-0,,,,2-0,Rudy Quan,,Forehand,,,646907,-14.0,,,,,,,,Far,,,Ad,,,-132.0,,,,,,,,,-527.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Down the Line,,,14,,,,,,,3.0,,,,,,,,-177.0,,,0-15,0-0,,,,2-0,Rudy Quan,,Forehand,,,648265,106.0,,,,,,,,Far,,,Ad,,,4.0,,,,,,,,,500.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,14,,,,,,,4.0,,,,1.0,,,,495.0,,,0-15,0-0,,,,2-0,Rudy Quan,,Forehand,,,649508,-65.0,,,,,653708.0,,,Far,,,Deuce,,,140.0,,1.0,,,,,,,-521.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,,,,15,,,,-215.0,1.0,,1.0,,,Body,,,,,,,,15-15,0-0,,,,2-0,Rudy Quan,,,,,673753,,,,,,,71.0,,Far,,,Deuce,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,15,,,,,,,2.0,,,,,,,,413.0,,,15-15,0-0,,,,2-0,Rudy Quan,,Forehand,,,676283,-20.0,,,,,,,,Far,,,Deuce,,,148.0,,,,,,,,,-556.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,15,,,,,,,3.0,,,,,,,,-214.0,,,15-15,0-0,,,,2-0,Rudy Quan,,Forehand,,,677975,-102.0,,,,,,,,Far,,,Deuce,,,-68.0,,,,,,,,,524.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,15,,,,,,,4.0,,,,,,,,405.0,,,15-15,0-0,,,,2-0,Rudy Quan,,Forehand,,,679284,95.0,,,,,,,,Far,,,Ad,,,-118.0,,,,,,,,,-532.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,,,15,,,,,,,5.0,,,,,,,,-414.0,,,15-15,0-0,,,,2-0,Rudy Quan,,Backhand,,,680961,-97.0,,,,,,,,Far,,,Ad,,,148.0,,,,,,,,,492.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,15,,,,,,,6.0,,,,,,,,279.0,,,15-15,0-0,,,,2-0,Rudy Quan,,Forehand,,,682501,90.0,,,,,,,,Far,,,Ad,,,-172.0,,,,,,,,,-556.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,15,,,,,,,7.0,,,,,,,,-414.0,,,15-15,0-0,,,,2-0,Rudy Quan,,Backhand,,,683937,60.0,,,,,,,,Far,,,Ad,,,156.0,,,,,,,,,492.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Crosscourt,1.0,,15,,,,,,,8.0,,,,,,,,279.0,,,15-15,0-0,,,,2-0,Rudy Quan,,Forehand,,,685443,-46.0,,,,,,,,Far,,,Deuce,,,55.0,,,,,,,,,-588.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,15,,,,,,,9.0,,,,,1.0,,,5.0,,,15-15,0-0,,,,2-0,Rudy Quan,,Forehand,,,687110,-113.0,,,,,688982.0,,,Far,,,Deuce,,,-62.0,,1.0,,,,,,,372.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,,,Body,16,,,-105.0,-285.0,0.0,,1.0,,,Body,,,,,,,,15-30,0-0,,,,2-0,Rudy Quan,,,,,712794,,,,,,,-65.0,,Far,1.0,,Ad,,,,,,,1.0,,,,-154.0,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,16,,,,,,,2.0,,,,,,,,349.0,,,15-30,0-0,,,,2-0,Rudy Quan,,Forehand,,,725795,20.0,,,,,,,,Far,,,Ad,,,-150.0,,,,,,,,,-516.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,16,,,,,,,3.0,,,,,,,,-259.0,,,15-30,0-0,,,,2-0,Rudy Quan,,Backhand,,,726822,-52.0,,,,,,,,Far,,,Ad,,,58.0,,,,,,,,,505.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,16,,,,,,,4.0,,,,,,,,421.0,,,15-30,0-0,,,,2-0,Rudy Quan,,Forehand,,,727970,92.0,,,,,,,,Far,,,Ad,,,-132.0,,,,,,,,,-508.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,16,,,,,,,5.0,,,,,,,,-281.0,,,15-30,0-0,,,,2-0,Rudy Quan,,Backhand,,,729520,-142.0,,,,,,,,Far,,,Ad,,,156.0,,,,,,,,,479.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,16,,,,,,,6.0,,,,,,,,373.0,,,15-30,0-0,,,,2-0,Rudy Quan,,Backhand,,,730789,44.0,,,,,,,,Far,,,Ad,,,-188.0,,,,,,,,,-508.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,16,,,,,,,7.0,,,,,,,,-281.0,,,15-30,0-0,,,,2-0,Rudy Quan,,Backhand,,,732178,-89.0,,,,,,,,Far,,,Ad,,,98.0,,,,,,,,,473.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,16,,,,,,,9.0,,,,,,,,-286.0,,,15-30,0-0,,,,2-0,Rudy Quan,,Backhand,,,732671,-121.0,,,,,,,,Far,,,Ad,,,132.0,,,,,,,,,492.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,16,,,,,,,8.0,,,,,,,,381.0,,,15-30,0-0,,,,2-0,Rudy Quan,,Backhand,,,733699,111.0,,,,,,,,Far,,,Ad,,,-145.0,,,,,,,,,-508.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,16,,,,,,,10.0,,,,,,,,282.0,,,15-30,0-0,,,,2-0,Rudy Quan,,Backhand,,,733712,47.0,,,,,,,,Far,,,Ad,,,-156.0,,,,,,,,,-505.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,16,,,,,,,11.0,,,,,,,,-318.0,,,15-30,0-0,,,,2-0,Rudy Quan,,Backhand,,,734950,-94.0,,,,,,,,Far,,,Ad,,,71.0,,,,,,,,,511.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,16,,,,,,,12.0,,,,,,,,325.0,,,15-30,0-0,,,,2-0,Rudy Quan,,Backhand,,,736292,60.0,,,,,,,,Far,,,Ad,,,-174.0,,,,,,,,,-519.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,16,,,,,,,13.0,,,,,,,,-339.0,,,15-30,0-0,,,,2-0,Rudy Quan,,Backhand,,,737661,-110.0,,,,,,,,Far,,,Ad,,,82.0,,,,,,,,,500.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,,,16,,,,,,,14.0,,,,,1.0,,,-9.0,,,15-30,0-0,,,,2-0,Rudy Quan,,Backhand,,,738859,-12.0,,,,,740971.0,,,Far,,,Ad,,,-164.0,,1.0,,,,,,,-503.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,,,,17,,,,-218.0,1.0,,1.0,,,Body,,,,,,,,30-30,0-0,,,,2-0,Rudy Quan,,,,,770919,,,,,,,74.0,,Far,,,Deuce,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,
,Down the Line,,,17,,,,,,,2.0,,,,,,,,434.0,,,30-30,0-0,,,,2-0,Rudy Quan,,Forehand,,,773354,55.0,,,,,,,,Far,,,Deuce,,,186.0,,,,,,,,,-532.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,
,,,,18,,,,-186.0,1.0,,1.0,,,Wide,,,,,,,,40-30,0-0,,,,2-0,Rudy Quan,,,,,796121,,,,,,,-110.0,,Far,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,
,Crosscourt,,,18,,,,,,,2.0,,,,,,,,405.0,,,40-30,0-0,,,,2-0,Rudy Quan,,Backhand,,,798742,47.0,,,,,,,,Far,,,Ad,,,-190.0,,,,,,,,,-521.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,
,,,T,19,,,17.0,-313.0,0.0,,1.0,,,T,,,,,,,,0-0,0-0,,,,3-0,Aristotelis Thanos,,,,,921154,,,,,,934641.0,49.0,,Far,0.0,,Deuce,,,,,1.0,,1.0,,,,-257.0,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,
,,,Body,20,,,-71.0,-265.0,0.0,,1.0,,,T,,,,,,,,0-15,0-0,,,,3-0,Aristotelis Thanos,,,,,956557,,,,,,,-42.0,,Far,1.0,,Ad,,,,,,,1.0,,,,-100.0,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,20,,,,,,,2.0,,,,,,,,175.0,,,0-15,0-0,,,,3-0,Aristotelis Thanos,,Backhand,,,972366,49.0,,,,,,,,Far,,,Ad,,,-164.0,,,,,,,,,-498.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,20,,,,,,,3.0,,,,,1.0,,,4.0,,,0-15,0-0,,,,3-0,Aristotelis Thanos,,Backhand,,,973016,-52.0,,,,,973730.0,,,Far,,,Ad,,,121.0,,1.0,,,,,,,437.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,,,,21,,,,-97.0,1.0,,1.0,,,T,,,,,,,,0-30,0-0,,,,3-0,Aristotelis Thanos,,,,,997094,,,,,,,6.0,,Far,,,Deuce,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,,,21,,,,,,,2.0,,,,,,,,278.0,,,0-30,0-0,,,,3-0,Aristotelis Thanos,,Backhand,,,1001358,-84.0,,,,,,,,Far,,,Deuce,,,43.0,,,,,,,,,-554.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,21,,,,,,,3.0,,,,,,,,-284.0,,,0-30,0-0,,,,3-0,Aristotelis Thanos,,Forehand,,,1003105,126.0,,,,,,,,Far,,,Deuce,,,-202.0,,,,,,,,,520.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,21,,,,,,,4.0,,,,,1.0,,,-159.0,,,0-30,0-0,,,,3-0,Aristotelis Thanos,,Forehand,,,1003106,286.0,,,1.0,,1004843.0,,,Far,,,Deuce,,,233.0,,1.0,,,,,,,-520.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,,,,22,,,,-204.0,1.0,,1.0,,,T,,,,,,,,15-30,0-0,,,,3-0,Aristotelis Thanos,,,,,1026911,,,,,,,-39.0,,Far,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,
,Crosscourt,,,22,,,,,,,2.0,,,,,,,,404.0,,,15-30,0-0,,,,3-0,Aristotelis Thanos,,Forehand,,,1032096,46.0,,,,,,,,Far,,,Ad,,,-111.0,,,,,,,,,-528.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,
,,,,23,,,,-153.0,1.0,,1.0,,,Wide,,,,,,,,30-30,0-0,,,,3-0,Aristotelis Thanos,,,,,1053015,,,,,,,110.0,,Far,,,Deuce,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,,,23,,,,,,,2.0,,,,1.0,,,,500.0,,,30-30,0-0,,,,3-0,Aristotelis Thanos,,Forehand,,,1056676,-90.0,,,,,1059202.0,,,Far,,,Deuce,,,307.0,,1.0,,,,,,,-448.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,,,,24,,,,-121.0,1.0,,1.0,,,Body,,,,,,,,30-40,0-0,,,,3-0,Aristotelis Thanos,,,1.0,,1076415,,,,,,,-100.0,,Far,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,24,,,,,,,2.0,,,,,,,,233.0,,,30-40,0-0,,,,3-0,Aristotelis Thanos,,Backhand,,,1079649,-130.0,,,,,,,,Far,,,Ad,,,-255.0,,,,,,,,,-522.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,24,,,,,,,3.0,,,,,,,,-260.0,,,30-40,0-0,,,,3-0,Aristotelis Thanos,,Forehand,,,1082352,121.0,,,,,,,,Far,,,Deuce,,,-103.0,,,,,,,,,466.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,24,,,,,,,4.0,,,,,,,,422.0,,,30-40,0-0,,,,3-0,Aristotelis Thanos,,Forehand,,,1082981,179.0,,,1.0,,1085548.0,,,Far,,,Deuce,,,275.0,,1.0,,,,,,,-597.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,,,,25,,,,230.0,1.0,,1.0,,,T,,,,,,,,0-0,0-0,,,,3-1,Rudy Quan,,,,,1105958,,,,,,,-42.0,,Near,,,Deuce,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Down the Line,,,25,,,,,,,2.0,,,,,,,,-260.0,,,0-0,0-0,,,,3-1,Rudy Quan,,Forehand,,,1108517,-92.0,,,,,,,,Near,,,Deuce,,,-148.0,,,,,,,,,605.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,,,25,,,,,,,3.0,,,,,,,,249.0,,,0-0,0-0,,,,3-1,Rudy Quan,,Backhand,,,1110512,46.0,,,,,,,,Near,,,Ad,,,-66.0,,,,,,,,,-466.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Crosscourt,1.0,,25,,,,,,,4.0,,,,,,,,-148.0,,,0-0,0-0,,,,3-1,Rudy Quan,,Backhand,,,1111811,-68.0,,,,,,,,Near,,,Ad,,,105.0,,,,,,,,,530.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,,,25,,,,,,,5.0,,,,1.0,,,,476.0,,,0-0,0-0,,,,3-1,Rudy Quan,,Backhand,,,1113479,81.0,,,,,1113489.0,,,Near,,,Ad,,,-68.0,,1.0,,,,,,,-320.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,,,,26,,,,225.0,1.0,,1.0,,,Body,,,,,,,,0-15,0-0,,,,3-1,Rudy Quan,,,,,1137738,,,,,,,57.0,,Near,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,
