pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
40-40,3-3,0-0,,2562091,,,42,,12,Deuce,Iiro Vasa,Far,,,,,,,,,,83.0,-430.0,Crosscourt,Forehand,,,,,,,,,,-77.0,263.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
40-40,3-3,0-0,,2563414,,,42,,13,Deuce,Iiro Vasa,Far,,,,,,,,,,-128.0,452.0,Crosscourt,Forehand,,,,,,,,,,83.0,-171.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
40-40,3-3,0-0,,2564919,,,42,,14,Deuce,Iiro Vasa,Far,,,,,,,,,,171.0,-456.0,Down the Line,Forehand,,,,,,,,,,64.0,303.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
40-40,3-3,0-0,,2565943,,,42,,15,Ad,Iiro Vasa,Far,,,,,,,,,,48.0,442.0,Crosscourt,Backhand,,,,,,,,,,-64.0,-323.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
40-40,3-3,0-0,,2567565,,,42,,16,Ad,Iiro Vasa,Far,,,,,,,,,,-80.0,-371.0,Down the Line,Backhand,,,,,,,,,,-80.0,325.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
40-40,3-3,0-0,,2568619,,,42,,17,Deuce,Iiro Vasa,Far,,,,,,,,,,-90.0,474.0,Down the Line,Forehand,,,,,,,,,,-82.0,-238.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
40-40,3-3,0-0,,2569734,,,42,,18,Ad,Iiro Vasa,Far,,,,,,,,,,-82.0,-366.0,Crosscourt,Backhand,1.0,,,,,,,,,94.0,367.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
40-40,3-3,0-0,,2571204,1.0,2571990.0,42,,19,Ad,Iiro Vasa,Far,,,,,,,,,,109.0,439.0,Down the Line,Backhand,,,,,,1.0,,,,51.0,2.0,,,,1.0,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,Rudy Quan,1,,,
0-0,4-3,0-0,1.0,2571980,,,43,,1,Deuce,Rudy Quan,Far,1.0,Body,86.0,-231.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,1st Serve In,Body,
0-0,4-3,0-0,,2694518,,,43,,2,Deuce,Rudy Quan,Far,,,,,,,,,,128.0,-403.0,Down the Line,Backhand,,,,,,,,,,43.0,301.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,1.0,,,,,,Short
0-0,4-3,0-0,,2696016,,,43,,3,Ad,Rudy Quan,Far,,,,,,,,,,19.0,415.0,Crosscourt,Forehand,,,,,,,,,1.0,-117.0,-395.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,1.0,,,,,,,Deep
0-0,4-3,0-0,,2698377,,,43,,4,Ad,Rudy Quan,Far,,,,,,,,,,-226.0,-533.0,Crosscourt,Backhand,,,1.0,1.0,,,,,,70.0,231.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
0-0,4-3,0-0,,2699232,1.0,2700702.0,43,,5,Ad,Rudy Quan,Far,,,,,,,,,,78.0,226.0,Crosscourt,Forehand,,,,,,,1,,,-93.0,2.0,,,,1.0,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,1.0,,,Iiro Vasa,1,,,
0-15,4-3,0-0,1.0,2701098,,,44,,1,Ad,Rudy Quan,Far,0.0,Body,-93.0,1.0,1.0,Body,-58.0,-228.0,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,2nd Serve In,Body,
0-15,4-3,0-0,,2733071,,,44,,2,Ad,Rudy Quan,Far,,,,,,,,,,-101.0,-408.0,Down the Line,Forehand,,,,,,,,,,-98.0,218.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,1.0,,,,,,Short
0-15,4-3,0-0,,2734136,,,44,,3,Deuce,Rudy Quan,Far,,,,,,,,,,-106.0,444.0,Crosscourt,Forehand,,,,,,,,,,72.0,-435.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Deep
0-15,4-3,0-0,,2735647,,,44,,4,Deuce,Rudy Quan,Far,,,,,,,,,,72.0,-464.0,Crosscourt,Forehand,,,,,,,,,,-5.0,330.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
0-15,4-3,0-0,,2736915,,,44,,5,Deuce,Rudy Quan,Far,,,,,,,,,,-42.0,466.0,Crosscourt,Forehand,1.0,,,,,,,,,104.0,-366.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Deep
0-15,4-3,0-0,,2738065,1.0,2740714.0,44,,6,Deuce,Rudy Quan,Far,,,,,,,,,,173.0,-491.0,Down the Line,Forehand,,,,,,,,,,248.0,442.0,,1.0,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,Rudy Quan,1,,,
15-15,4-3,0-0,1.0,2740704,1.0,2769726.0,45,,1,Deuce,Rudy Quan,Far,1.0,Wide,144.0,-223.0,,,,,1,,,,,,,,,,,,,,,,1.0,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,Rudy Quan,,1st Serve In,Wide,
30-15,4-3,0-0,1.0,2769716,,,46,,1,Ad,Rudy Quan,Far,1.0,Body,-58.0,-231.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,1st Serve In,Body,
30-15,4-3,0-0,,2801804,,,46,,2,Ad,Rudy Quan,Far,,,,,,,,,,-96.0,-430.0,Down the Line,Forehand,,,,,,,,,,-90.0,282.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,1.0,,,,,,Short
30-15,4-3,0-0,,2803006,,,46,,3,Deuce,Rudy Quan,Far,,,,,,,,,,-101.0,463.0,Crosscourt,Forehand,,,,,,,,,,62.0,-422.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Deep
30-15,4-3,0-0,,2804170,,,46,,4,Deuce,Rudy Quan,Far,,,,,,,,,,86.0,-464.0,Down the Line,Forehand,,,,,,,,,,48.0,372.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Deep
30-15,4-3,0-0,,2805783,,,46,,5,Ad,Rudy Quan,Far,,,,,,,,,,35.0,476.0,Down the Line,Backhand,,,,,,,,,,70.0,-392.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Deep
30-15,4-3,0-0,,2807246,,,46,,6,Deuce,Rudy Quan,Far,,,,,,,,,,91.0,-488.0,Down the Line,Forehand,,,,,,,,,,72.0,380.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Deep
30-15,4-3,0-0,,2809036,,,46,,7,Ad,Rudy Quan,Far,,,,,,,,,,67.0,466.0,Crosscourt,Forehand,,,,,,,,,,-138.0,-422.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,1.0,,,,,,,Deep
30-15,4-3,0-0,,2810751,,,46,,8,Ad,Rudy Quan,Far,,,,,,,,,,-181.0,-493.0,Down the Line,Backhand,,,,,,,,,,-82.0,383.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Deep
30-15,4-3,0-0,,2811853,,,46,,9,Deuce,Rudy Quan,Far,,,,,,,,,,-88.0,466.0,Crosscourt,Forehand,1.0,,,,,,,,,107.0,-347.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Short
30-15,4-3,0-0,,2813427,,,46,,10,Deuce,Rudy Quan,Far,,,,,,,,,,213.0,-499.0,Down the Line,Forehand,,,,1.0,,,,,,80.0,215.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Short
30-15,4-3,0-0,,2815201,1.0,2816173.0,46,,11,Ad,Rudy Quan,Far,,,,,,,,,,56.0,282.0,Crosscourt,Forehand,,,,,,,,,,-117.0,-331.0,1.0,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,1.0,,,Rudy Quan,,,,Short
40-15,4-3,0-0,1.0,2816163,,,47,,1,Deuce,Rudy Quan,Far,1.0,T,48.0,-223.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,1st Serve In,T,
40-15,4-3,0-0,,2849610,,,47,,2,Deuce,Rudy Quan,Far,,,,,,,,,,104.0,-416.0,Down the Line,Backhand,,,,,,,,,,35.0,287.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,1.0,,,,,,Short
40-15,4-3,0-0,,2851034,,,47,,3,Ad,Rudy Quan,Far,,,,,,,,,,3.0,442.0,Down the Line,Forehand,,,,,,,,,,64.0,-400.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,1.0,,,,,,Deep
40-15,4-3,0-0,,2852011,,,47,,4,Deuce,Rudy Quan,Far,,,,,,,,,,56.0,-464.0,Crosscourt,Forehand,,,,,,,,,,-48.0,380.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,,,,,Deep
40-15,4-3,0-0,,2853391,,,47,,5,Deuce,Rudy Quan,Far,,,,,,,,,,-48.0,474.0,Down the Line,Forehand,1.0,,,,,,,,,-69.0,-371.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Deep
40-15,4-3,0-0,,2854594,1.0,2856102.0,47,,6,Ad,Rudy Quan,Far,,,,,,,,,,-136.0,-485.0,Down the Line,Backhand,,,,,,,,,,-165.0,69.0,,,1.0,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,Rudy Quan,1,,,
0-0,5-3,0-0,1.0,2859782,,,48,,1,Deuce,Iiro Vasa,Near,1.0,T,-24.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,1st Serve In,T,
0-0,5-3,0-0,,2892739,,,48,,2,Deuce,Iiro Vasa,Near,,,,,,,,,,-56.0,466.0,Down the Line,Backhand,,,,,,,,,,-45.0,-299.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,1.0,,,,,,Short
0-0,5-3,0-0,,2893899,1.0,2895180.0,48,,3,Ad,Iiro Vasa,Near,,,,,,,,,,-61.0,-416.0,Crosscourt,Forehand,,,,,,,,,,256.0,588.0,,1.0,,,1.0,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,1.0,,,Rudy Quan,1,,,
0-15,5-3,0-0,1.0,2895170,,,49,,1,Ad,Iiro Vasa,Near,1.0,Wide,133.0,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,1st Serve In,Wide,
0-15,5-3,0-0,,2945353,1.0,2946740.0,49,,2,Ad,Iiro Vasa,Near,,,,,,,,,,195.0,484.0,Down the Line,Backhand,,,,,,,,,,200.0,-352.0,,,1.0,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,Iiro Vasa,1,,,
15-15,5-3,0-0,1.0,2946730,,,50,,1,Deuce,Iiro Vasa,Near,1.0,Wide,-109.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,1st Serve In,Wide,
15-15,5-3,0-0,,2983340,,,50,,2,Deuce,Iiro Vasa,Near,,,,,,,,,,-170.0,468.0,Crosscourt,Forehand,,,,,,,,,,64.0,-256.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
15-15,5-3,0-0,,2985063,,,50,,3,Deuce,Iiro Vasa,Near,,,,,,,,,,128.0,-427.0,Down the Line,Forehand,,,,,,,,,,115.0,261.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
15-15,5-3,0-0,,2986204,,,50,,4,Ad,Iiro Vasa,Near,,,,,,,,,,99.0,458.0,Crosscourt,Backhand,,,,,,,,,,-29.0,-438.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
15-15,5-3,0-0,,2987791,,,50,,5,Ad,Iiro Vasa,Near,,,,,,,,,,-66.0,-485.0,Crosscourt,Forehand,,,,,,,,,,94.0,428.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,1.0,,,,,,,Deep
15-15,5-3,0-0,,2989338,,,50,,6,Ad,Iiro Vasa,Near,,,,,,,,,,88.0,468.0,Crosscourt,Backhand,,,,,,,,,,-40.0,-310.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
15-15,5-3,0-0,,2990470,,,50,,7,Ad,Iiro Vasa,Near,,,,,,,,,,-96.0,-446.0,Crosscourt,Forehand,1.0,,,,,,,,,115.0,175.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,1.0,,,,,,,Short
15-15,5-3,0-0,,2991873,1.0,2993581.0,50,,8,Ad,Iiro Vasa,Near,,,,,,,,,,181.0,452.0,Down the Line,Backhand,,,,,,,,,,19.0,-467.0,,,,,1.0,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,Iiro Vasa,1,,,Long
30-15,5-3,0-0,1.0,2993571,,,51,,1,Ad,Iiro Vasa,Near,1.0,T,19.0,227.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,1st Serve In,T,
30-15,5-3,0-0,,3016868,,,51,,2,Ad,Iiro Vasa,Near,,,,,,,,,,11.0,514.0,Down the Line,Forehand,,,,,,,,,,6.0,-416.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,1.0,,,,,,Deep
30-15,5-3,0-0,,3018341,,,51,,3,Ad,Iiro Vasa,Near,,,,,,,,,,-2.0,-480.0,Down the Line,Forehand,,,,,,,,,,-117.0,255.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,1.0,,,,,,Short
30-15,5-3,0-0,,3019964,,,51,,4,Deuce,Iiro Vasa,Near,,,,,,,,,,-146.0,444.0,Crosscourt,Forehand,,,,,,,,,,144.0,-435.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
30-15,5-3,0-0,,3020811,1.0,3021828.0,51,,5,Deuce,Iiro Vasa,Near,,,,,,,,,,192.0,-485.0,Down the Line,Forehand,,,,,,,,,,78.0,-1.0,,,,1.0,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,Rudy Quan,1,,,
30-30,5-3,0-0,1.0,3021818,,,52,,1,Deuce,Iiro Vasa,Near,1.0,Wide,-109.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,1st Serve In,Wide,
30-30,5-3,0-0,,3062676,,,52,,2,Deuce,Iiro Vasa,Near,,,,,,,,,,-170.0,479.0,Crosscourt,Forehand,,,,,,,,,,64.0,-264.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
30-30,5-3,0-0,,3064120,,,52,,3,Deuce,Iiro Vasa,Near,,,,,,,,,,115.0,-392.0,Crosscourt,Forehand,,,,,,,,,,-32.0,306.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
30-30,5-3,0-0,,3065288,,,52,,4,Deuce,Iiro Vasa,Near,,,,,,,,,,-64.0,452.0,Crosscourt,Forehand,,,,,,,,,,6.0,-235.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
30-30,5-3,0-0,,3066413,,,52,,5,Deuce,Iiro Vasa,Near,,,,,,,,,,32.0,-427.0,Crosscourt,Forehand,,,,,,,,,,-21.0,362.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Deep
30-30,5-3,0-0,,3067718,,,52,,6,Deuce,Iiro Vasa,Near,,,,,,,,,,-40.0,458.0,Down the Line,Forehand,,,,,,,,,,-69.0,-272.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
30-30,5-3,0-0,,3069221,,,52,,7,Ad,Iiro Vasa,Near,,,,,,,,,,-125.0,-459.0,Crosscourt,Forehand,,,,,,,,,,35.0,359.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,1.0,,,,,,,Deep
30-30,5-3,0-0,,3070691,,,52,,8,Ad,Iiro Vasa,Near,,,,,,,,,,46.0,468.0,Down the Line,Forehand,,,,,,,,,,99.0,-326.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,1.0,,,,,,Short
30-30,5-3,0-0,,3071611,,,52,,9,Deuce,Iiro Vasa,Near,,,,,,,,,,107.0,-480.0,Down the Line,Forehand,,,,,,,,,,48.0,396.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Deep
30-30,5-3,0-0,,3072913,,,52,,10,Ad,Iiro Vasa,Near,,,,,,,,,,48.0,463.0,Crosscourt,Forehand,1.0,,,,,,,,,-93.0,-275.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,1.0,,,,,,,Short
30-30,5-3,0-0,,3074063,,,52,,11,Ad,Iiro Vasa,Near,,,,,,,,,,-181.0,-480.0,Down the Line,Backhand,,,,,,,,,,-88.0,319.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
30-30,5-3,0-0,,3075678,1.0,3076780.0,52,,12,Deuce,Iiro Vasa,Near,,,,,,,,,,-77.0,415.0,Down the Line,Forehand,,,,,,,,,,-82.0,-464.0,,,,,1.0,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,Iiro Vasa,1,,,Long
40-30,5-3,0-0,1.0,3076770,,,53,,1,Ad,Iiro Vasa,Near,0.0,Body,96.0,3.0,1.0,T,16.0,230.0,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,2nd Serve In,T,
40-30,5-3,0-0,,3117251,,,53,,2,Ad,Iiro Vasa,Near,,,,,,,,,,11.0,460.0,Crosscourt,Forehand,1.0,,,,,,,,,-77.0,-235.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,1.0,,,,,,,Short
40-30,5-3,0-0,,3118429,,,53,,3,Ad,Iiro Vasa,Near,,,,,,,,,,-138.0,-440.0,Down the Line,Backhand,,,,,,,,,,-21.0,282.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
40-30,5-3,0-0,,3120010,,,53,,4,Deuce,Iiro Vasa,Near,,,,,,,,,,-8.0,391.0,Crosscourt,Forehand,1.0,,,,,,,,,133.0,-419.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
40-30,5-3,0-0,,3121324,,,53,,5,Deuce,Iiro Vasa,Near,,,,,,,,,,189.0,-504.0,Down the Line,Forehand,,1.0,,1.0,,,,,,128.0,98.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
40-30,5-3,0-0,,3122904,1.0,3123020.0,53,,6,Ad,Iiro Vasa,Near,,,,,,,,,,133.0,93.0,Crosscourt,Backhand,,,,,,,1,,,-18.0,-147.0,1.0,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,Rudy Quan,,,,Short
