pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
30-15,4-4,1-0,,6000024,,,103,,3,Deuce,Rudy Quan,Near,,,,,,,,,,70.0,-526.0,Down the Line,Forehand,,,,,,,,,,102.0,386.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,,,Deep
30-15,4-4,1-0,,6001449,1.0,6002680.0,103,,4,Ad,Rudy Quan,Near,,,,,,,,,,107.0,502.0,Down the Line,Forehand,,,,,,,,,,174.0,-198.0,,,1.0,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,1.0,,Rudy Quan,1,,,
40-15,4-4,1-0,1.0,6006736,,,104,,1,Deuce,Rudy Quan,Near,0.0,Body,-101.0,-1.0,1.0,Body,-87.0,170.0,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Rudy Quan,,,,,,2nd Serve In,Body,
40-15,4-4,1-0,,6040942,1.0,6042151.0,104,,2,Deuce,Rudy Quan,Near,,,,,,,,,,-119.0,491.0,Down the Line,Forehand,,,,,,,,,,-93.0,2.0,,,,1.0,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Iiro Vasa,Iiro Vasa,,,,Rudy Quan,1,,,
0-0,5-4,1-0,1.0,6042141,,,105,,1,Deuce,Iiro Vasa,Near,1.0,T,-29.0,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,1st Serve In,T,
0-0,5-4,1-0,,6150824,,,105,,2,Deuce,Iiro Vasa,Near,,,,,,,,,,-74.0,515.0,Crosscourt,Backhand,,,,,,,,,,17.0,-192.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,1.0,,,,,,,Short
0-0,5-4,1-0,,6151692,,,105,,3,Ad,Iiro Vasa,Near,,,,,,,,,,-37.0,-404.0,Crosscourt,Forehand,,,,,,,,,,38.0,372.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,1.0,,,,,,,Deep
0-0,5-4,1-0,,6152736,,,105,,4,Ad,Iiro Vasa,Near,,,,,,,,,,30.0,537.0,Crosscourt,Backhand,,,,,,,,,,-82.0,-118.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
0-0,5-4,1-0,,6154183,,,105,,5,Ad,Iiro Vasa,Near,,,,,,,,,,-66.0,-119.0,Crosscourt,Backhand,,,,,,,,1,,57.0,295.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
0-0,5-4,1-0,,6155352,1.0,6156408.0,105,,6,Ad,Iiro Vasa,Near,,,,,,,,,,67.0,401.0,Down the Line,Backhand,,,,,,,,,,150.0,-323.0,1.0,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,Rudy Quan,,,,Short
0-15,5-4,1-0,1.0,6157693,,,106,,1,Ad,Iiro Vasa,Near,1.0,Body,73.0,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,1st Serve In,Body,
0-15,5-4,1-0,,6195768,,,106,,2,Ad,Iiro Vasa,Near,,,,,,,,,,78.0,505.0,Crosscourt,Backhand,,,,,,,,,,-34.0,-259.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
0-15,5-4,1-0,,6197878,,,106,,3,Ad,Iiro Vasa,Near,,,,,,,,,,-138.0,-497.0,Crosscourt,Forehand,,,,,,,,,,83.0,370.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,1.0,,,,,,,Deep
0-15,5-4,1-0,,6198884,,,106,,4,Ad,Iiro Vasa,Near,,,,,,,,,,65.0,489.0,Crosscourt,Backhand,,,,,,,,,,-15.0,-310.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
0-15,5-4,1-0,,6200292,,,106,,5,Ad,Iiro Vasa,Near,,,,,,,,,,-95.0,-505.0,Down the Line,Forehand,,,,,,,,,,-151.0,330.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,1.0,,,,,,Short
0-15,5-4,1-0,,6201930,,,106,,6,Deuce,Iiro Vasa,Near,,,,,,,,,,-133.0,590.0,Crosscourt,Forehand,,,,,,,,,,67.0,-128.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
0-15,5-4,1-0,,6203426,,,106,,7,Deuce,Iiro Vasa,Near,,,,,,,,,,27.0,-276.0,Down the Line,Forehand,1.0,,,,,,,,,73.0,306.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
0-15,5-4,1-0,,6205244,,,106,,8,Ad,Iiro Vasa,Near,,,,,,,,,,112.0,438.0,Crosscourt,Backhand,,,,,,,,,,-5.0,-70.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
0-15,5-4,1-0,,6205873,1.0,6207122.0,106,,9,Ad,Iiro Vasa,Near,,,,,,,,,,-5.0,-103.0,Down the Line,Backhand,,1.0,,,,,,1,,-106.0,343.0,1.0,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,Iiro Vasa,,,,Short
15-15,5-4,1-0,1.0,6207112,,,107,,1,Deuce,Iiro Vasa,Near,1.0,T,-53.0,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,1st Serve In,T,
15-15,5-4,1-0,,6240396,,,107,,2,Deuce,Iiro Vasa,Near,,,,,,,,,,-127.0,542.0,Down the Line,Backhand,,,,,,,,,,-53.0,-275.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,1.0,,,,,,Short
15-15,5-4,1-0,,6241735,,,107,,3,Ad,Iiro Vasa,Near,,,,,,,,,,-53.0,-497.0,Down the Line,Forehand,,,,,,,,,,-53.0,367.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,1.0,,,,,,Deep
15-15,5-4,1-0,,6242817,,,107,,4,Deuce,Iiro Vasa,Near,,,,,,,,,,-45.0,534.0,Crosscourt,Forehand,,,,,,,,,,6.0,-366.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
15-15,5-4,1-0,,6244379,,,107,,5,Ad,Iiro Vasa,Near,,,,,,,,,,-7.0,-526.0,Down the Line,Forehand,,,,,,,,,,-37.0,314.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,1.0,,,,,,Short
15-15,5-4,1-0,,6245464,,,107,,6,Deuce,Iiro Vasa,Near,,,,,,,,,,-34.0,513.0,Down the Line,Forehand,,,,,,,,,,-47.0,-230.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
15-15,5-4,1-0,,6246983,,,107,,7,Ad,Iiro Vasa,Near,,,,,,,,,,-77.0,-524.0,Down the Line,Forehand,,,,,,,,,,-85.0,380.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,1.0,,,,,,Deep
15-15,5-4,1-0,,6248307,,,107,,8,Deuce,Iiro Vasa,Near,,,,,,,,,,-69.0,521.0,Crosscourt,Forehand,,,,,,,,,,59.0,-206.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
15-15,5-4,1-0,,6249383,,,107,,9,Deuce,Iiro Vasa,Near,,,,,,,,,,96.0,-510.0,Crosscourt,Forehand,,,,,,,,,,-53.0,351.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Deep
15-15,5-4,1-0,,6250875,,,107,,10,Deuce,Iiro Vasa,Near,,,,,,,,,,-71.0,537.0,Down the Line,Forehand,,,,,,,,,,-53.0,-355.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
15-15,5-4,1-0,,6251989,,,107,,11,Ad,Iiro Vasa,Near,,,,,,,,,,-111.0,-518.0,Crosscourt,Forehand,,,,,,,,,,59.0,383.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,1.0,,,,,,,Deep
15-15,5-4,1-0,,6253218,,,107,,12,Ad,Iiro Vasa,Near,,,,,,,,,,49.0,510.0,Crosscourt,Backhand,,,,,,,,,,-63.0,-219.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
15-15,5-4,1-0,,6254592,,,107,,13,Ad,Iiro Vasa,Near,,,,,,,,,,-95.0,-510.0,Down the Line,Backhand,1.0,,,,,,,,,-39.0,255.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
15-15,5-4,1-0,,6255878,,,107,,14,Ad,Iiro Vasa,Near,,,,,,,,,,25.0,438.0,Crosscourt,Forehand,,,,,,,,,,-85.0,-294.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,1.0,,,,,,,Short
15-15,5-4,1-0,,6257678,,,107,,15,Ad,Iiro Vasa,Near,,,,,,,,,,-109.0,-489.0,Down the Line,Backhand,1.0,,,,,,,,,-15.0,341.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
15-15,5-4,1-0,,6259319,,,107,,16,Ad,Iiro Vasa,Near,,,,,,,,,,25.0,470.0,Crosscourt,Forehand,,,,,,,,,,-151.0,-416.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,1.0,,,,,,,Deep
15-15,5-4,1-0,,6260809,,,107,,17,Ad,Iiro Vasa,Near,,,,,,,,,,-210.0,-534.0,Down the Line,Backhand,,,,,,,,,,-53.0,327.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
15-15,5-4,1-0,,6262011,,,107,,18,Deuce,Iiro Vasa,Near,,,,,,,,,,-10.0,483.0,Down the Line,Forehand,,,,,,,,,,-50.0,-406.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
15-15,5-4,1-0,,6263300,,,107,,19,Ad,Iiro Vasa,Near,,,,,,,,,,-61.0,-524.0,Down the Line,Backhand,,,,,,,,,,-15.0,351.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Deep
15-15,5-4,1-0,,6264783,,,107,,20,Ad,Iiro Vasa,Near,,,,,,,,,,9.0,502.0,Down the Line,Forehand,,,,,,,,,,59.0,-240.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,1.0,,,,,,Short
15-15,5-4,1-0,,6265856,,,107,,21,Deuce,Iiro Vasa,Near,,,,,,,,,,54.0,-516.0,Crosscourt,Forehand,,,,,,,,,,-55.0,372.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Deep
15-15,5-4,1-0,,6267359,,,107,,22,Deuce,Iiro Vasa,Near,,,,,,,,,,-47.0,497.0,Down the Line,Forehand,,,,,,,,,,-77.0,-422.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
15-15,5-4,1-0,,6268524,1.0,6271617.0,107,,23,Ad,Iiro Vasa,Near,,,,,,,,,,-103.0,-548.0,Down the Line,Backhand,,,,,,,,,,-45.0,468.0,,,,,1.0,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,Rudy Quan,1,,,Long
30-15,5-4,1-0,1.0,6271607,,,108,,1,Ad,Iiro Vasa,Near,1.0,Body,104.0,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,1st Serve In,Body,
30-15,5-4,1-0,,6306303,1.0,6307515.0,108,,2,Ad,Iiro Vasa,Near,,,,,,,,,,211.0,534.0,Down the Line,Backhand,,,,,,,,,,6.0,2.0,,,,1.0,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,Iiro Vasa,1,,,
30-30,5-4,1-0,1.0,6307505,,,109,,1,Deuce,Iiro Vasa,Near,1.0,Wide,-151.0,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,1st Serve In,Wide,
30-30,5-4,1-0,,6340798,,,109,,2,Deuce,Iiro Vasa,Near,,,,,,,,,,-157.0,547.0,Crosscourt,Forehand,,,,,,,,,,27.0,-315.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
30-30,5-4,1-0,,6342024,1.0,6343314.0,109,,3,Deuce,Iiro Vasa,Near,,,,,,,,,,27.0,-433.0,Down the Line,Forehand,,,,,,,,,,166.0,466.0,,1.0,,,1.0,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,Rudy Quan,1,,,
40-30,5-4,1-0,1.0,6343304,,,110,,1,Ad,Iiro Vasa,Near,1.0,T,19.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,1st Serve In,T,
40-30,5-4,1-0,,6376544,,,110,,2,Ad,Iiro Vasa,Near,,,,,,,,,,81.0,507.0,Down the Line,Backhand,,,,,,,,,,19.0,-264.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
40-30,5-4,1-0,,6377573,,,110,,3,Deuce,Iiro Vasa,Near,,,,,,,,,,14.0,-478.0,Crosscourt,Forehand,,,,,,,,,,-45.0,391.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Deep
40-30,5-4,1-0,,6378654,,,110,,4,Deuce,Iiro Vasa,Near,,,,,,,,,,-39.0,513.0,Crosscourt,Forehand,,,,,,,,,,57.0,-240.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
40-30,5-4,1-0,,6380120,,,110,,5,Deuce,Iiro Vasa,Near,,,,,,,,,,120.0,-516.0,Crosscourt,Forehand,,,,,,,,,,-103.0,386.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Deep
40-30,5-4,1-0,,6381627,,,110,,6,Deuce,Iiro Vasa,Near,,,,,,,,,,-122.0,507.0,Crosscourt,Forehand,,,,,,,,,,41.0,-395.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
40-30,5-4,1-0,,6382856,,,110,,7,Deuce,Iiro Vasa,Near,,,,,,,,,,59.0,-510.0,Crosscourt,Forehand,,,,,,,,,,-77.0,314.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
40-30,5-4,1-0,,6384061,,,110,,8,Deuce,Iiro Vasa,Near,,,,,,,,,,-87.0,499.0,Down the Line,Forehand,,,,,,,,,,-85.0,-360.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
40-30,5-4,1-0,,6385437,,,110,,9,Ad,Iiro Vasa,Near,,,,,,,,,,-77.0,-526.0,Down the Line,Backhand,,,,,,,,,,-143.0,269.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
40-30,5-4,1-0,,6386721,,,110,,10,Deuce,Iiro Vasa,Near,,,,,,,,,,-79.0,483.0,Crosscourt,Forehand,,,,,,,,,,70.0,-304.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
40-30,5-4,1-0,,6387840,,,110,,11,Deuce,Iiro Vasa,Near,,,,,,,,,,136.0,-534.0,Crosscourt,Forehand,,,,,,,,,,-23.0,378.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Deep
40-30,5-4,1-0,,6389262,,,110,,12,Deuce,Iiro Vasa,Near,,,,,,,,,,-39.0,486.0,Crosscourt,Forehand,,,,,,,,,,22.0,-387.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
40-30,5-4,1-0,,6390802,,,110,,13,Deuce,Iiro Vasa,Near,,,,,,,,,,59.0,-542.0,Crosscourt,Forehand,,,,,,,,,,-74.0,338.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
40-30,5-4,1-0,,6391796,,,110,,14,Deuce,Iiro Vasa,Near,,,,,,,,,,-50.0,502.0,Crosscourt,Forehand,,,,,,,,,,67.0,-254.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
40-30,5-4,1-0,,6392889,,,110,,15,Deuce,Iiro Vasa,Near,,,,,,,,,,136.0,-497.0,Down the Line,Forehand,,,,,,,,,,59.0,394.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Deep
40-30,5-4,1-0,,6394935,,,110,,16,Ad,Iiro Vasa,Near,,,,,,,,,,67.0,507.0,Crosscourt,Forehand,,,,,,,,,,-77.0,-286.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,1.0,,,,,,,Short
40-30,5-4,1-0,,6395916,,,110,,17,Ad,Iiro Vasa,Near,,,,,,,,,,-143.0,-494.0,Crosscourt,Backhand,1.0,,,,,,,,,30.0,311.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Short
40-30,5-4,1-0,,6397796,,,110,,18,Ad,Iiro Vasa,Near,,,,,,,,,,78.0,436.0,Crosscourt,Forehand,,,,,,,,,,-95.0,-264.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,1.0,,,,,,,Short
40-30,5-4,1-0,,6398683,,,110,,19,Ad,Iiro Vasa,Near,,,,,,,,,,-117.0,-494.0,Crosscourt,Backhand,1.0,,,,,,,,,46.0,380.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Deep
40-30,5-4,1-0,,6400613,,,110,,20,Ad,Iiro Vasa,Near,,,,,,,,,,88.0,486.0,Down the Line,Forehand,,,,,,,,,,67.0,-339.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,1.0,,,,,,Short
40-30,5-4,1-0,,6401837,,,110,,21,Deuce,Iiro Vasa,Near,,,,,,,,,,123.0,-518.0,Crosscourt,Forehand,,,,,,,,,,-141.0,410.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Deep
40-30,5-4,1-0,,6403387,,,110,,22,Deuce,Iiro Vasa,Near,,,,,,,,,,-138.0,518.0,Down the Line,Forehand,,,,,,,,,,-66.0,-355.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
40-30,5-4,1-0,,6404405,,,110,,23,Ad,Iiro Vasa,Near,,,,,,,,,,-85.0,-513.0,Crosscourt,Backhand,,,,,,,,,,27.0,362.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Deep
40-30,5-4,1-0,,6405831,,,110,,24,Deuce,Iiro Vasa,Near,,,,,,,,,,-15.0,489.0,Crosscourt,Backhand,,,,,,,,,,62.0,-286.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,1.0,,,,,,,Short
40-30,5-4,1-0,,6408029,,,110,,25,Deuce,Iiro Vasa,Near,,,,,,,,,,104.0,-521.0,Down the Line,Forehand,,,,,,,,,,49.0,372.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Iiro Vasa,,,,,,,,Deep
40-30,5-4,1-0,,6408850,,,110,,26,Ad,Iiro Vasa,Near,,,,,,,,,,17.0,502.0,Crosscourt,Backhand,,,,,,,,,,-55.0,-387.0,,,,,,UCLA,1/20/25,Division 1,,,,UCLA,University of San Diego,Rudy Quan,Iiro Vasa,Right,Right,,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
